supplier_code,brand_code,category,description,size,stone_color,plating_color,supplier_price_usd,sale_price_eur,supplier_quantity,image_file,pdf_page
TF6320-AQ,TOP-017,Threadless Top,ASTM F 136 Titanium Threadless Top,5*5.65mm,Aqua CZ,Titanium Color,3.67,19.9,100,TF6320-AQ.webp,2
TF6320G-AQ,TOP-018,Threadless Top,PVD Gold ASTM F 136 Titanium Threadless Top with CZ Stone,5*5.65mm,Aqua CZ,PVD Gold,4.11,19.9,100,TF6320G-AQ.webp,2
TH81-4.0,EAR-001,Earring,ASTM F136 Titanium Earrings,0.8*11mm,,Titanium Color,7.41,29.9,35,TH81-4.0.webp,2
TH51105G-12,EAR-002,Earring,PVD Gold ASTM F136 Titanium Earring Hoops,0.8*12mm,,PVD Gold,4.81,24.9,104,TH51105G-12.webp,2
TH51105G-16,EAR-003,Earring,PVD Gold ASTM F136 Titanium Earring Hoops,0.8*16mm,,PVD Gold,4.81,24.9,109,TH51105G-16.webp,2
TH51108G,EAR-004,Earring,PVD Gold ASTM F136 Titanium Earrings,0.8*11mm,,PVD Gold,8.15,29.9,34,TH51108G.webp,2
TH51112G,EAR-005,Earring,PVD Gold ASTM F136 Titanium Earrings,0.8*11mm,,PVD Gold,7.78,29.9,8,TH51112G.webp,2
TH51113G-10,EAR-006,Earring,PVD Gold ASTM F136 Titanium Earring Hoops,0.8*10mm,,PVD Gold,10.37,34.9,40,TH51113G-10.webp,2
TH51113G-12,EAR-007,Earring,PVD Gold ASTM F136 Titanium Earring Hoops,0.8*12mm,,PVD Gold,11.11,34.9,54,TH51113G-12.webp,2
TH51113G-16,EAR-008,Earring,PVD Gold ASTM F136 Titanium Earring Hoops,0.8*16MM,,PVD Gold,12.59,44.9,42,TH51113G-16.webp,2
TH51114G-10,EAR-009,Earring,PVD Gold ASTM F136 Titanium Earring Hoops,0.8*10mm,,PVD Gold,12.59,44.9,48,TH51114G-10.webp,2
TH51114G-12,EAR-010,Earring,PVD Gold ASTM F136 Titanium Earring Hoops,0.8*12mm,,PVD Gold,13.33,44.9,52,TH51114G-12.webp,2
TH51116G-12,EAR-011,Earring,PVD Gold ASTM F136 Titanium Earring Hoops,0.8*12mm,,PVD Gold,19.26,44.9,46,TH51116G-12.webp,2
TCS30503-1416,NIP-001,Threadless Nipple ring,ASTM F136 Titanium +5A cubic zircon,1.6*16mm( wear size: 15.8mm),Garnet/ Green CZ,Titanium color,6.11,29.9,12,TCS30503-1416.webp,3
TCS30503G-1414,NIP-002,Threadless Nipple ring,PVD GOLD ASTM F136 Titanium +cubic z ircon,1.6*14mm( wear size: z 13.5mm),Garnet/Green CZ,PVD Gold Color,6.44,29.9,41,TCS30503G-1414.webp,3
TCS30505-AQ1416,NIP-003,Threadless Nipple ring,ASTM F136 Titanium +cubic z ircon,z 1.6*16mm( wear size: 13.7mm),Aqua CZ,Titanium Color,5.0,24.9,96,TCS30505-AQ1416.webp,3
TCS30510-1416,NIP-004,Threadless Nipple ring,ASTM F136 Titanium +cubic z ircon,z 1.6*16mm( wear size: 14mm),Clear/ Green CZ,Titanium Color,6.78,29.9,17,TCS30510-1416.webp,3
TCS30510G-1416,NIP-005,Threadless Nipple ring,PVD GOLD ASTM F136 Titanium +cubic z ircon,1.6*16mm( wear size: z 14mm),Clear/ Green CZ,PVD Gold Color,7.11,29.9,122,TCS30510G-1416.webp,3
TD5075-1412,BEL-001,Internally Threaded Belly Ring,ASTM F136 Titanium Internally Threaded Belly Ring,"1.6*12*5+9mmTop,M0.9",Clear CZ,Titanium color,4.0,19.9,67,TD5075-1412.webp,3
TD5076-AB1412,BEL-002,Internally Threaded Belly Ring,ASTM F136 Titanium internally threaded belly ring with AB cz,"1.6*12*5mm,M0.9； 6.9*7.9mm",AB CZ,Titanium color,5.0,24.9,70,TD5076-AB1412.webp,3
TD5076-AQ1412,BEL-003,Internally Threaded Belly Ring,ASTM F136 Titanium internally threaded belly ring with Aqua CZ,"1.6*12*5mm,M0.9； 6.9*7.9mm",Aqua CZ,Titanium color,5.0,24.9,92,TD5076-AQ1412.webp,3
TD5077-1412,BEL-004,Internally Threaded Belly Ring,ASTM F136 Titanium internally threaded belly ring with clear CZ,1.6*12*5+7mmTop； M0.9,Clear CZ,Titanium color,3.78,19.9,87,TD5077-1412.webp,3
TDS4053G-MIX1410,BEL-005,Threadless Belly Ring,ASTM F136 Titanium threadless belly ring,1.6*10*5+9.7mmTop,Mix CZ,PVD gold color,4.39,19.9,25,TDS4053G-MIX1410.webp,3
TDS4061-MIX1412,BEL-006,Threadless Belly Ring,ASTM F136 Titanium threadless belly ring,1.6*12*5mm； 6.7*7.6mmtop,Mix CZ,Titanium Color,4.89,24.9,104,TDS4061-MIX1412.webp,3
TDS4063-14126,BEL-007,Threadless Belly Ring,ASTM F136 Titanium threadless belly ring,1.6*12*5+6mmTop,Clear CZ,Titanium Color,3.89,19.9,48,TDS4063-14126.webp,3
TDS4066-1412,BEL-008,Threadless Belly Ring,ASTM F136 Titanium threadless belly ring,1.6*12*5mm； 6.6*7.6mmTop,Clear CZ,Titanium Color,4.33,19.9,39,TDS4066-1412.webp,3
TDS5032-1410,BEL-009,Threadless Belly Ring,ASTM F136 Titanium Threadless belly ring +cubic zircon,1.6*10*5mm； 10*10.6mmTotal,Clear CZ,Titanium Color,6.11,29.9,98,TDS5032-1410.webp,3
TDV41119-1411,BEL-010,Internally Threaded Belly Ring,ASTM F136 Titanium internally threaded belly ring with 5A clear CZ,1.6*11mm CZ RD 3MM=1 1.6MM=2 2MM=2 MQ 2*4MM=2,Clear CZ,Titanium color,7.11,29.9,9,TDV41119-1411.webp,3
TE76-16,TOP-019,Internally Threaded tops,ASTM F136 Titanum threaded tops(only),0.9mm,,Titanium Color,0.89,14.9,22,TE76-16.webp,3
TE180-CL16,TOP-020,Internally Threaded tops,ASTM F136 Titanium threaded tops,0.9mm,Clear CZ,Titanium Color,3.82,19.9,31,TE180-CL16.webp,3
TE338-GN16,TOP-021,Internally Threaded tops,ASTM F136 Titanium threaded tops,0.9mm；9.6*4.3mm,Green CZ,Titanium Color,3.8,19.9,68,TE338-GN16.webp,3
TE361,TOP-027,Internally Threaded tops,ASTM F136 Titanium threaded tops,0.9mm；8.6*7.4mmTotal,,Titanium Color,3.2,17.9,19,TE361.webp,4
TE395-CL16,TOP-028,Internally Threaded tops,ASTM F136 Titanium threaded top with clear cz stones,0.9mm，5*7mmTotal,Clear CZ,Titanium Color,3.44,17.9,168,TE395-CL16.webp,4
TE395G-CL16,TOP-029,Internally Threaded tops,PVD gold ASTM F136 Titanium threaded top with clear cz stones,0.9mm，5*7mmTotal,Clear CZ,PVD Gold,3.56,19.9,36,TE395G-CL16.webp,4
TE40701-16,TOP-030,Internally Threaded tops,ASTM F136 threaded tops,0.9mm,,Titanium Color,5.56,24.9,43,TE40701-16.webp,4
TE50305-CL16,TOP-031,Internally Threaded tops,ASTM F136 Titanium Internally Threaded Top,"0.9mm, 7.3*6.7mm",Clear CZ,Titanium Color,4.0,19.9,18,TE50305-CL16.webp,4
TEE61-AQ16,TOP-032,Internally Threaded tops,ASTM F136 Titanium threaded tops,0.9mm;9.8*10mmTotal,Aqua CZ,Titanium Color,2.78,17.9,55,TEE61-AQ16.webp,4
TEE61-CL16,TOP-033,Internally Threaded tops,ASTM F136 Titanium threaded tops,0.9mm;9.8*10mmTotal,Clear CZ,Titanium Color,2.62,17.9,38,TEE61-CL16.webp,4
TEE61G-CL16,TOP-034,Internally Threaded tops,ASTM F136 Titanium threaded tops,0.9mm;9.8*10mmTotal,Clear CZ,PVD gold color,2.74,17.9,70,TEE61G-CL16.webp,4
TEV421,TOP-035,Internally Threaded tops,ASTM F136 Titanium threaded tops,0.9*7.6mm,Clear CZ,Titanium Color,3.11,17.9,29,TEV421.webp,4
TEV674,TOP-036,Internally Threaded tops,ASTM F136 Titanium threaded tops,0.9mm threaded,,Titanium Color,1.22,14.9,590,TEV674.webp,4
TEV674G,TOP-037,Internally Threaded tops,PVD GOLD ASTM F136 Titanium threaded tops,0.9mm threaded； 6.2*3mmTotal,,PVD gold color,1.34,14.9,232,TEV674G.webp,4
TEV706,TOP-038,Internally Threaded tops,ASTM F136 Titanium threaded tops,0.9mm thread,,Titanium Color,2.0,14.9,129,TEV706.webp,4
TEV706G,TOP-039,Internally Threaded tops,PVD GOLD ASTM F136 Titanium threaded tops,0.9mm thread,,PVD gold color,2.12,14.9,161,TEV706G.webp,4
TEV2263-AQ16,TOP-040,Internally Threaded tops,ASTM F136 Titanium threaded tops,0.9mm thread,Aqua CZ,Titanium Color,3.44,17.9,54,TEV2263-AQ16.webp,4
TEV4049,TOP-041,Internally Threaded tops,ASTM F136 Titanium threaded top+cubic zircon,0.9mm；6*7mm；OV 2*3mm,Green CZ,Titanium Color,3.56,19.9,55,TEV4049.webp,4
TEV30414,TOP-042,Internally Threaded tops,ASTM F136 Titanium threaded tops,0.9mm；5.4*8mmTotal,Clear CZ,Titanium Color,4.0,19.9,167,TEV30414.webp,4
TEV30414G,TOP-043,Internally Threaded tops,PVD GOLD ASTM F136 Titanium threaded tops,0.9mm thread,Clear CZ,PVD gold color,4.12,19.9,113,TEV30414G.webp,4
TEV30428G,TOP-044,Internally Threaded tops,PVD GOLD ASTM F136 Titanium threaded tops,0.9mm;9*3.8mm,Black CZ,PVD gold color,2.22,14.9,33,TEV30428G.webp,4
TEV30836,TOP-045,Internally Threaded tops,ASTM F136 Titanium threaded tops,0.9mm thread,Clear CZ,Titanium Color,3.38,17.9,64,TEV30836.webp,4
TEV40489,TOP-046,Internally Threaded tops,ASTM F136 Titanium threaded top+cubic zircon,0.9+3.6*6.5mm CZ MQ 2*4MM=1,Sapphire blue,Titanium Color,4.0,19.9,27,TEV40489.webp,4
TEV40536,TOP-047,Internally Threaded tops,ASTM F136 Titanium Threaded Top,0.9+7.5*5.4mm,Clear CZ,Titanium Color,3.56,19.9,44,TEV40536.webp,4
TEV40537,TOP-048,Internally Threaded tops,ASTM F136 Titanium threaded top+cubic zircon,0.9+7.5*5.2mm CZ MQ 1.5*3MM=1,Clear CZ,Titanium Color,3.56,19.9,103,TEV40537.webp,4
TEV41117,TOP-049,Internally Threaded tops,ASTM F136 Titanium Internally Threaded Top,"0.9mm, 5.2*6.2mmTotal",,Titanium Color,3.22,17.9,162,TEV41117.webp,4
TEV41117G,TOP-050,Internally Threaded tops,PVD Gold ASTM F136 Titanium Internally Threaded Top,"0.9mm, 5.2*6.3mm",,PVD Gold color,3.47,17.9,161,TEV41117G.webp,4
TEV306149G-LBL,TOP-056,Internally Threaded tops,PVD Gold ASTM F136 Titanium threaded tops,"0.9mm, 7.2*7mmTotal",L.Aquamarin e CZ,PVD Gold,3.08,17.9,96,TEV306149G-LBL.webp,5
TEV306149-LBL,TOP-057,Internally Threaded tops,ASTM F136 Titanium threaded tops,"0.9mm, 7.2*7mmTotal",L.Aquamarin e CZ,Titanium color,2.96,17.9,100,TEV306149-LBL.webp,5
TEV501109,TOP-058,Internally Threaded tops,ASTM F136 Titanium internally threaded top +cubic zircon,"0.9mm, 8*7.5mmTotal； RD 2mm",Clear CZ,Titanium color,5.11,24.9,153,TEV501109.webp,5
TEV501109G,TOP-059,Internally Threaded tops,PVD gold plated over ASTM F136 Titanium internally threaded top+cubic zircon,"0.9mm, 8*7.5mmTotal； RD 2mm",Clear CZ,PVD gold color,5.23,24.9,155,TEV501109G.webp,5
TEV501112G-GN,TOP-060,Internally Threaded tops,PVD gold plated over ASTM F136 Titanium internally threaded top+cubic zircon,"0.9mm,6.95*6.5mm total CZ OV 2.5MM=1",Green CZ,PVD gold color,3.45,17.9,81,TEV501112G-GN.webp,5
TEV501112-GN,TOP-061,Internally Threaded tops,ASTM F136 Titanium internally threaded top +cubic zircon,"0.9mm,6.9*6.5mm total CZ OV 2.5MM=1",Green CZ,Titanium color,3.33,17.9,85,TEV501112-GN.webp,5
TEV505171-BL,TOP-062,Internally Threaded tops,ASTM F136 Titanium Threaded Top with CZ Stones,"0.9mm, 5.5*6.8mm Total； CZ MQ 2*4MM=1 1.5*3MM=1",Sapphire Blue CZ,Titanium Color,3.56,19.9,33,TEV505171-BL.webp,5
TEY1703G-16,TOP-063,Internally Threaded tops,PVD GOLD ASTM F136 Titanium threaded tops,0.9mm thread,,PVD gold color,2.44,14.9,95,TEY1703G-16.webp,5
TEY50754,TOP-064,Internally Threaded tops,ASTM F136 Titanium Threaded Top with CZ Stones,0.9*7mm Total；RD 2mm,Clear CZ,Titanium Color,4.44,19.9,99,TEY50754.webp,5
TEY50754G,TOP-065,Internally Threaded tops,PVD Gold ASTM F136 Titanium Threaded Top with CZ Stones,0.9*7mm Total；RD 2mm,Clear CZ,PVD gold color,4.56,24.9,99,TEY50754G.webp,5
TEY50755-BK,TOP-066,Internally Threaded tops,ASTM F136 Titanium Internally Threaded Top,"0.9mm,6.76*4.92mm 尖* 边 CZ SQ 1.5*1.5MM=1",Black CZ,Titanium Color,3.33,17.9,140,TEY50755-BK.webp,5
TEY50755G-BK,TOP-067,Internally Threaded tops,PVD Gold ASTM F136 Titanium Internally Threaded Top,"0.9mm,6.76*4.92mm 尖* 边 CZ SQ 1.5*1.5MM=1",Black CZ,PVD Gold,3.45,17.9,124,TEY50755G-BK.webp,5
TEY506107,TOP-068,Internally Threaded tops,ASTM F136 Titanium internally threaded top +cubic zircon,"0.9mm,6.6*6.67mm RD 1.2MM=2",Clear CZ,Titanium Color,3.56,19.9,133,TEY506107.webp,5
TEY506107G,TOP-069,Internally Threaded tops,PVD gold plated over ASTM F136 Titanium internally threaded top+cubic zircon,"0.9mm,6.6*6.67mm RD 1.2MM=2",Clear CZ,PVD Gold,3.68,19.9,164,TEY506107G.webp,5
TEY506141,TOP-070,Internally Threaded tops,ASTM F136 Titanium Threaded Top with CZ Stones,"0.9mm, 7*4.8mm Total； RD 1MM=1",Clear CZ,Titanium Color,4.0,19.9,117,TEY506141.webp,5
TEY506141G,TOP-071,Internally Threaded tops,PVD Gold ASTM F136 Titanium Threaded Top with CZ Stones,"0.9mm, 7*4.8mm Total； RD 1MM=1",Clear CZ,PVD gold color,4.12,19.9,111,TEY506141G.webp,5
TEY506151,TOP-072,Internally Threaded tops,ASTM F136 Titanium Internally Threaded Top,"0.9mm, 14*5.3mm CZ RD 1.31MM=1 1MM=1",Clear CZ,Titanium Color,4.22,19.9,134,TEY506151.webp,5
TEY506151G,TOP-073,Internally Threaded tops,PVD Gold ASTM F136 Titanium Internally Threaded Top,"0.9mm,14*5.3mm CZ RD 1.31MM=1 1MM=1",Clear CZ,PVD Gold,4.34,19.9,137,TEY506151G.webp,5
TEY507110,TOP-074,Internally Threaded tops,ASTM F136 Titanium Threaded Top with CZ Stones,"0.9mm,4.3*6.5mmTotal； RD 1.2MM=1",Clear CZ,Titanium Color,3.33,17.9,22,TEY507110.webp,5
TEY507110G,TOP-075,Internally Threaded tops,PVD Gold ASTM F136 Titanium Threaded Top with CZ Stones,"0.9mm,4.3*6.5mmTotal； RD 1.2MM=1",Clear CZ,PVD gold color,3.45,17.9,26,TEY507110G.webp,5
GTEV2083,PRD-001,Internally Threaded tops,ASTM F136 Titanium threaded tops,0.9mm thread,Clear CZ,Titanium Color,5.11,24.9,79,GTEV2083.webp,5
GTEV301127,PRD-002,Internally Threaded tops,ASTM F136 Titanium threaded tops,0.9mm thread,Clear CZ,Titanium Color,3.33,17.9,104,GTEV301127.webp,5
TF38,TOP-076,Threadless Tops,ASTM F136 Titanum threadless tops(only),9.9*10.7mmTotal,Clear CZ,Titanium Color,5.33,24.9,75,TF38.webp,5
TFV674G,TOP-082,Threadless Tops,PVD GOLD ASTM F136 Titanium threadless tops,0.45*4.5mm,,PVD gold color,1.33,14.9,22,TFV674G.webp,6
TFV2503G-CL16,TOP-083,Threadless Tops,PVD gold ASTM F136 Titanium threadless tops,0.45*4.5mm,Clear CZ,PVD gold color,3.0,17.9,2,TFV2503G-CL16.webp,6
TFV4049,TOP-084,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5mm,Green CZ,Titanium color,3.67,19.9,62,TFV4049.webp,6
TFV40489,TOP-085,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,"0.45*4.5mm,2*4MM CZ",Sapphire blue,Titanium Color,4.11,19.9,57,TFV40489.webp,6
TFV40489G,TOP-086,Threadless Tops,PVD Gold ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5mm,Sapphire blue,PVD Gold,4.23,19.9,56,TFV40489G.webp,6
TFV40536,TOP-087,Threadless Tops,ASTM F136 Titanium Threadess Top,0.45*4.5mm CZ RD 1.2/1/0.8MM=1,Clear CZ,Titanium Color,3.67,19.9,71,TFV40536.webp,6
TFV40537,TOP-088,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5+7.5*5mm,Clear CZ,Titanium Color,3.67,19.9,53,TFV40537.webp,6
TFV40537G,TOP-089,Threadless Tops,PVD Gold ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5+7.5*5mm,Clear CZ,PVD gold color,3.79,19.9,66,TFV40537G.webp,6
TFV50510,TOP-090,Threadless Tops,ASTM F136 Titanium Threadless Top,5.8*6.8mm；PR 2*3mm,Clear CZ,Titanium Color,3.44,17.9,150,TFV50510.webp,6
TFV50510G,TOP-091,Threadless Tops,PVD Gold ASTM F136 Titanium Threadless Top,"5.8*6.84mm,CZ PR 2*3mm=1",Clear CZ,PVD Gold,3.56,19.9,97,TFV50510G.webp,6
TFV50634,TOP-092,Threadless Tops,ASTM F136 Titanium Threadless Top,6.6*6.5mmTotal；PR 5.01*3.01mm,Clear CZ,Titanium color,3.67,19.9,110,TFV50634.webp,6
TFV50638-PK,TOP-093,Threadless Tops,ASTM F136 TItanium threadless tops,7*6mmTotal；RD 3mm,Pink CZ,Titanium Color,3.89,19.9,132,TFV50638-PK.webp,6
TFV504181,TOP-094,Threadless Tops,ASTM F136 Titanium threadless top,6.5*8.5mmTotal,,Titanium Color,3.78,19.9,34,TFV504181.webp,6
TFV504181G,TOP-095,Threadless Tops,PVD gold plated over ASTM F136 Titanium threadless top,6.7*8.5mm Total,,PVD Gold,3.9,19.9,70,TFV504181G.webp,6
TFV505171-BL,TOP-096,Threadless Tops,ASTM F136 Titanium Threadless Top with CZ Stones,5.5*6.8mm Total；CZ MQ 2*4MM=1 1.5*3MM=1,Sapphire Blue CZ,Titanium Color,3.67,19.9,76,TFV505171-BL.webp,6
TFV501109,TOP-097,Threadless Tops,ASTM F136 Titanium internally threadless top +cubic zircon,8*7.5mmTotal；RD 2mm,Clear CZ,Titanium color,5.22,24.9,93,TFV501109.webp,6
TFV501109G,TOP-098,Threadless Tops,PVD gold color ASTM F136 Titanium internally threadless top +cubic zircon,8*7.5mmTotal；RD 2mm,Clear CZ,PVD gold color,5.34,24.9,103,TFV501109G.webp,6
TFV501112G-GN,TOP-099,Threadless Tops,PVD gold color ASTM F136 Titanium internally threadless top +cubic zircon,6.95*6.5mmTotalCZ OV 2.5MM=1,Green CZ,PVD gold color,3.56,19.9,102,TFV501112G-GN.webp,6
TFV501112-GN,TOP-100,Threadless Tops,ASTM F136 Titanium internally threadless top +cubic zircon,6.95*6.5mmTotal；OV 2.5mm,Green CZ,Titanium color,3.44,17.9,100,TFV501112-GN.webp,6
TFY1703G,TOP-101,Threadless Tops,PVD GOLD ASTM F136 Titanium threadless tops,0.45*4.5+5mm,,PVD gold color,2.44,14.9,49,TFY1703G.webp,6
TFY2301151,TOP-102,Threadless Tops,ASTM F136 Titanium threadless tops,15*6mmTotal,,Titanium Color,7.41,29.9,198,TFY2301151.webp,6
TJ5067G-16085,CUR-001,Curved Ring,PVD gold color ASTM F136 titanium internally threaded Curved Ring,1.2*8*3+5mmTop,,PVD gold color,2.89,17.9,86,TJ5067G-16085.webp,6
TJ5068-16086,CUR-002,Curved Ring,ASTM F136 Titanium internally threaded curved ring,1.2*8*3+6.2mmTop,,Titanium color,2.56,17.9,32,TJ5068-16086.webp,6
TL194G-1608,LAB-006,Internally Threaded Labret Ring,PVD Gold ASTM F136 Titanium internally threaded labret ring,1.2*8*4mm;6.2*3mmtop,,PVD gold color,1.72,14.9,30,TL194G-1608.webp,7
TL5053-1608,LAB-007,Internally Threaded Labret Ring,ASTM F136 Titanium internally threaded labret ring,1.2*8*4+5mmTop,,Titanium Color,4.16,19.9,48,TL5053-1608.webp,7
TLS26-1608,LAB-008,Threadless Labret Ring,ASTM F 136 Titanium threadless labret,1.2*8*4mm,Clear CZ,Titanium Color,5.58,24.9,38,TLS26-1608.webp,7
TLV50985-1608,LAB-009,Internally Threaded Labret Ring,ASTM F136 Titanium Internally Threaded Labret,"1.2*8+4mm,7*4.4mm",Clear CZ,Titanium Color,4.0,19.9,44,TLV50985-1608.webp,7
TLV50985G-1608,LAB-010,Internally Threaded Labret Ring,ASTM F136 Titanium Internally Threaded Labret PVD Gold,"1.2*8+4mm,7*4.4mm",Clear CZ,PVD gold color,4.12,19.9,43,TLV50985G-1608.webp,7
TMV40311-14385,BAS-001,Internally Threaded Basic,ASTM F136 Titanium threaded industrial bar,1.6*38+5mmball CZ RD 1.5MM=5 1.4MM=1 MQ 1.5*3MM=2,Red/Green/Cl ear CZ,Titanium Color,6.67,29.9,43,TMV40311-14385.webp,7
TMV40311G-14385,BAS-002,Internally Threaded Basic,PVD Gold ASTM F136 Titanium threaded industrial bar,MQ 1.5*3MM=2 1.6*38+5mmball CZ RD 1.5MM=5 1.4MM=1 MQ 1.5*3MM=2,Red/Green/Cl ear CZ,PVD gold color,6.79,29.9,19,TMV40311G-14385.webp,7
TN20-1610,BAS-003,Threadless Basic,ASTM F136 Titanium threadless horseshoe +cubic zircon,MQ 1.5*3MM=2 1.2*10mm,Clear CZ,Titanium Color,7.78,29.9,34,TN20-1610.webp,7
TN20G-1610,BAS-004,Threadless Basic,PVD gold ASTM F136 Titanium threadless horseshoe +cubic zircon,1.2*10mm,Clear CZ,PVD gold color,7.9,29.9,45,TN20G-1610.webp,7
TNY43336-1610,BAS-005,Threadless Basic,horseshoe +cubic zircon ASTM F136 Titanium threadless horseshoe +cubic zircon,1.2*10mm CZ RD 1MM=6,Clear CZ,Titanium Color,7.11,29.9,120,TNY43336-1610.webp,7
TNY43336G-1610,BAS-006,Threadless Basic,PVD gold ASTM F136 Titanium threadless horseshoe +cubic zircon,1.2*10mm CZ RD 1MM=6,Clear CZ,PVD gold color,7.23,29.9,130,TNY43336G-1610.webp,7
TNY43337-1610,BAS-007,Threadless Basic,ASTM F136 Titanium threadless horseshoe +cubic zircon,1.2*10mm,Clear CZ,Titanium Color,7.11,29.9,154,TNY43337-1610.webp,7
TNY43337G-1610,BAS-008,Threadless Basic,PVD gold ASTM F136 Titanium threadless horseshoe +cubic zircon,1.2*10mm,Clear CZ,PVD gold color,7.23,29.9,127,TNY43337G-1610.webp,7
TX08G-2.5,CHM-001,Accessories,"ASTM F136 TItanium bee charm,clear CZ stone",2.5mm;7*6.8mmTotal,Clear CZ,PVD gold color,6.28,29.9,68,TX08G-2.5.webp,7
TXV4046,CHM-002,Accessories,ASTM F136 Titanium charms,Total:17*7mm CZ RD 1.5MM=1,Clear CZ,Titanium Color,4.0,19.9,3,TXV4046.webp,7
TA40701-1610LD,CLK-003,Hinged Segment Ring,ASTM F136 Titanium Hinged Segment Ring with Lab- Grown Diamonds,1.2*10mm,Lab-Grown Diamonds,Titanium Color,40.0,109.9,44,TA40701-1610LD.webp,7
TA40701G-1610LD,CLK-004,Hinged Segment Ring,PVD Gold ASTM F136 Titanium Hinged Segment Ring with Lab-Grown Diamonds,1.2*10mm,Lab-Grown Diamonds,PVD Gold Color,40.22,114.9,25,TA40701G-1610LD.webp,7
TE01G-1602LD,TOP-103,Internally Threaded tops,PVD Gold ASTM F136 Titanium Internally Threaded Top with Lab-Grown Diamonds,0.9*2mm;RD 2mm,Lab-Grown Diamonds,PVD Gold Color,5.78,24.9,1,TE01G-1602LD.webp,7
TE01-163.5LD,TOP-104,Internally Threaded tops,ASTM F136 Titanium Internally Threaded Top with Lab-Grown Diamonds,0.9MM CZ RD 3.5MM=1,Lab-Grown Diamonds,Titanium Color,27.33,79.9,19,TE01-163.5LD.webp,7
TF01G-4LD,TOP-110,Threadless Tops,PVD gold color ASTM F136 Titanium Threadless Tops with lab grow diamond,4mmTotal,Lab-Grown Diamonds,PVD Gold Color,36.89,109.9,12,TF01G-4LD.webp,8
TF243G-2.5LD,TOP-111,Threadless Tops,PVD gold ASTM F136 Titanium threadless Top with Lab-Grown Diamond,2.5mm,Lab-Grown Diamonds,PVD Gold Color,6.89,29.9,30,TF243G-2.5LD.webp,8
TF243G-2LD,TOP-112,Threadless Tops,PVD gold ASTM F136 Titanium threadless Top with Lab-Grown Diamond,2mm,Lab-Grown Diamonds,PVD Gold Color,4.67,24.9,16,TF243G-2LD.webp,8
TF243-3LD,TOP-113,Threadless Tops,ASTM F136 Titanium threadless Top with Lab- Grown Diamond,3mm,Lab-Grown Diamonds,Titanium Color,13.33,44.9,32,TF243-3LD.webp,8
TF243G-3LD,TOP-114,Threadless Tops,PVD gold ASTM F136 Titanium threadless Top with Lab-Grown Diamond,3mm,Lab-Grown Diamonds,PVD Gold Color,13.56,44.9,42,TF243G-3LD.webp,8
TF243-4LD,TOP-115,Threadless Tops,ASTM F136 Titanium threadless Top with Lab- Grown Diamond,"4mm top,0.45*4.5mm pin",Lab-Grown Diamonds,Titanium Color,26.67,79.9,49,TF243-4LD.webp,8
TF243G-4LD,TOP-116,Threadless Tops,PVD Gold plated ASTM F136 Titanium threadless Top with Lab-Grown Diamond,"4mm top,0.45*4.5mm pin",Lab-Grown Diamonds,PVD Gold Color,26.89,79.9,49,TF243G-4LD.webp,8
HTM00-14053,PRD-003,Internally Threaded Basic,ASTM F136 Titanium internally threaded labret bar,1.6*5+3mm,,Titanium Color,0.56,14.9,100,HTM00-14053.webp,8
HTM00-14063,PRD-004,Internally Threaded Basic,ASTM F136 Titanium internally threaded labret bar,1.6*6+3mm,,Titanium Color,0.56,14.9,97,HTM00-14063.webp,8
HTM00-14073,PRD-005,Internally Threaded Basic,ASTM F136 Titanium internally threaded labret bar,1.6*7+3mm,,Titanium Color,0.56,14.9,93,HTM00-14073.webp,8
HTM00-14083,PRD-006,Internally Threaded Basic,ASTM F136 Titanium internally threaded labret bar,1.6*8+3mm,,Titanium Color,0.56,14.9,90,HTM00-14083.webp,8
HTM00-14093,PRD-007,Internally Threaded Basic,ASTM F136 Titanium internally threaded labret bar,1.6*9+3mm,,Titanium Color,0.56,14.9,94,HTM00-14093.webp,8
HTM00-14103,PRD-008,Internally Threaded Basic,ASTM F136 Titanium internally threaded labret bar,1.6*10+3mm,,Titanium Color,0.56,14.9,95,HTM00-14103.webp,8
HTM00-14113,PRD-009,Internally Threaded Basic,ASTM F136 Titanium internally threaded labret bar,1.6*11+3mm,,Titanium Color,0.56,14.9,142,HTM00-14113.webp,8
HTM00-14123,PRD-010,Internally Threaded Basic,ASTM F136 Titanium internally threaded labret bar,1.6*12+3mm,,Titanium Color,0.56,14.9,105,HTM00-14123.webp,8
HTM00-16053,PRD-011,Internally Threaded Basic,ASTM F136 Titanium internally threaded labret bar,1.2*5*3mm,,Titanium Color,0.56,14.9,72,HTM00-16053.webp,8
HTM00-16073,PRD-012,Internally Threaded Basic,ASTM F136 Titanium internally threaded labret bar,1.2*7+3mm,,Titanium Color,0.56,14.9,8,HTM00-16073.webp,8
HTM00-16083,PRD-013,Internally Threaded Basic,ASTM F136 Titanium internally threaded labret bar,1.2*8+3mm,,Titanium Color,0.56,14.9,47,HTM00-16083.webp,8
